Temps;Température
0;345,5191957
2;345,6661681
4;345,8131405
6;345,8131405
8;345,8131405
10;345,6661681
12;345,5191957
14;345,3722233
16;345,225251
18;344,9313062
20;344,6373615
22;344,3434167
24;344,049472
26;343,7555272
28;343,4615825
30;343,1676377
32;342,873693
34;342,4327759
36;342,1388311
38;341,8448864
40;341,5509416
42;341,1100245
44;340,8160798
46;340,522135
48;340,2281903
50;339,9342455
52;339,6403008
54;339,346356
56;339,0524113
58;338,6114942
60;338,3175494
62;338,1705771
64;337,8766323
66;337,5826876
68;337,2887428
70;336,9947981
72;336,8478257
74;336,553881
76;336,2599362
78;336,1129638
80;335,8190191
82;335,5250743
84;335,378102
86;335,0841572
88;334,9371848
90;334,6432401
92;334,4962677
94;334,202323
96;334,0553506
98;333,9083782
100;333,6144335
102;333,4674611
104;333,3204887
106;333,026544
108;332,8795716
110;332,7325993
112;332,5856269
114;332,4386545
116;332,2916821
118;331,9977374
120;331,850765
122;331,7037926
124;331,5568203
126;331,4098479
128;331,2628755
130;331,1159031
132;330,9689308
134;330,8219584
136;330,674986
138;330,5280137
140;330,5280137
142;330,2340689
144;330,2340689
146;330,0870965
148;329,9401242
150;329,7931518
152;329,6461794
154;329,499207
156;329,499207
158;329,3522347
160;329,2052623
162;329,0582899
164;329,0582899
166;328,9113176
168;328,7643452
170;328,7643452
172;328,6173728
174;328,4704004
176;328,4704004
178;328,3234281
180;328,3234281
182;328,1764557
184;328,0294833
186;328,0294833
188;327,8825109
190;327,8825109
192;327,7355386
194;327,7355386
196;327,5885662
198;327,5885662
200;327,4415938
202;327,4415938
204;327,4415938
206;327,2946214
208;327,2946214
210;327,1476491
212;327,1476491
214;327,1476491
216;327,0006767
218;327,0006767
220;327,0006767
222;326,8537043
224;326,8537043
226;326,8537043
228;326,8537043
230;326,8537043
232;326,706732
234;326,706732
236;326,706732
238;326,706732
240;326,5597596
242;326,5597596
244;326,5597596
246;326,5597596
248;326,5597596
250;326,4127872
252;326,4127872
254;326,4127872
256;326,4127872
258;326,2658148
260;326,2658148
262;326,2658148
264;326,2658148
266;326,2658148
268;326,1188425
270;326,1188425
272;326,1188425
274;326,1188425
276;326,1188425
278;326,1188425
280;325,9718701
282;325,9718701
284;325,9718701
286;325,9718701
288;325,9718701
290;325,8248977
292;325,8248977
294;325,8248977
296;325,8248977
298;325,8248977
300;325,6779253
302;325,6779253
304;325,6779253
306;325,6779253
308;325,6779253
310;325,6779253
312;325,530953
314;325,530953
316;325,530953
318;325,530953
320;325,530953
322;325,3839806
324;325,3839806
326;325,3839806
328;325,3839806
330;325,3839806
332;325,3839806
334;325,2370082
336;325,2370082
338;325,2370082
340;325,2370082
342;325,2370082
344;325,2370082
346;325,0900358
348;325,0900358
350;325,0900358
352;325,0900358
354;325,0900358
356;325,0900358
358;324,9430635
360;324,9430635
362;324,9430635
364;324,9430635
366;324,9430635
368;324,9430635
370;324,7960911
372;324,7960911
374;324,7960911
376;324,7960911
378;324,7960911
380;324,7960911
382;324,6491187
384;324,6491187
386;324,6491187
388;324,6491187
390;324,6491187
392;324,6491187
394;324,5021464
396;324,5021464
398;324,5021464
400;324,5021464
402;324,5021464
404;324,5021464
406;324,5021464
408;324,355174
410;324,355174
412;324,355174
414;324,355174
416;324,355174
418;324,355174
420;324,355174
422;324,355174
424;324,2082016
426;324,2082016
428;324,2082016
430;324,2082016
432;324,2082016
434;324,2082016
436;324,0612292
438;324,0612292
440;324,0612292
442;324,0612292
444;324,0612292
446;324,0612292
448;324,0612292
450;323,9142569
452;323,9142569
454;323,9142569
456;323,9142569
458;323,9142569
460;323,9142569
462;323,9142569
464;323,7672845
466;323,7672845
468;323,7672845
470;323,7672845
472;323,7672845
474;323,6203121
476;323,6203121
478;323,6203121
480;323,6203121
482;323,6203121
484;323,6203121
486;323,6203121
488;323,4733397
490;323,4733397
492;323,4733397
494;323,4733397
496;323,4733397
498;323,4733397
500;323,4733397
502;323,4733397
504;323,3263674
506;323,3263674
508;323,3263674
510;323,3263674
512;323,3263674
514;323,3263674
516;323,179395
518;323,179395
520;323,179395
522;323,179395
524;323,179395
526;323,179395
528;323,0324226
530;323,0324226
532;323,0324226
534;323,0324226
536;323,0324226
538;323,0324226
540;322,8854503
542;322,8854503
544;322,8854503
546;322,8854503
548;322,8854503
550;322,8854503
552;322,7384779
554;322,7384779
556;322,7384779
558;322,7384779
560;322,7384779
562;322,5915055
564;322,5915055
566;322,5915055
568;322,5915055
570;322,5915055
572;322,5915055
574;322,5915055
576;322,5915055
578;322,4445331
580;322,4445331
582;322,4445331
584;322,4445331
586;322,4445331
588;322,2975608
590;322,2975608
592;322,2975608
594;322,2975608
596;322,2975608
598;322,2975608
600;322,1505884
602;322,1505884
604;322,1505884
606;322,1505884
608;322,1505884
610;322,1505884
612;322,1505884
614;322,003616
616;322,003616
618;322,003616
620;322,003616
622;322,003616
624;322,003616
626;321,8566436
628;321,8566436
630;321,8566436
632;321,8566436
634;321,8566436
636;321,8566436
638;321,8566436
640;321,7096713
642;321,7096713
644;321,7096713
646;321,7096713
648;321,7096713
650;321,5626989
652;321,7096713
654;321,5626989
656;321,5626989
658;321,5626989
660;321,5626989
662;321,5626989
664;321,5626989
666;321,5626989
668;321,4157265
670;321,4157265
672;321,4157265
674;321,4157265
676;321,4157265
678;321,4157265
680;321,2687541
682;321,2687541
684;321,2687541
686;321,2687541
688;321,2687541
690;321,2687541
692;321,2687541
694;321,1217818
696;321,1217818
698;321,1217818
700;321,1217818
702;321,1217818
704;321,1217818
706;321,1217818
708;321,1217818
710;320,9748094
712;320,9748094
714;320,9748094
716;320,9748094
718;320,9748094
720;320,9748094
722;320,9748094
724;320,827837
726;320,827837
728;320,827837
730;320,827837
732;320,827837
734;320,827837
736;320,827837
738;320,6808647
740;320,6808647
742;320,6808647
744;320,6808647
746;320,6808647
748;320,6808647
750;320,6808647
752;320,6808647
754;320,5338923
756;320,5338923
758;320,5338923
760;320,5338923
762;320,5338923
764;320,3869199
766;320,3869199
768;320,3869199
770;320,3869199
772;320,3869199
774;320,3869199
776;320,3869199
778;320,2399475
780;320,2399475
782;320,2399475
784;320,2399475
786;320,2399475
788;320,2399475
790;320,0929752
792;320,0929752
794;320,0929752
796;320,0929752
798;320,0929752
800;320,0929752
802;319,9460028
804;319,9460028
806;319,9460028
808;319,9460028
810;319,9460028
812;319,9460028
814;319,9460028
816;319,9460028
818;319,7990304
820;319,7990304
822;319,7990304
824;319,7990304
826;319,7990304
828;319,7990304
830;319,652058
832;319,652058
834;319,652058
836;319,652058
838;319,652058
840;319,652058
842;319,652058
844;319,5050857
846;319,5050857
848;319,5050857
850;319,5050857
852;319,5050857
854;319,5050857
856;319,5050857
858;319,3581133
860;319,3581133
862;319,3581133
864;319,3581133
866;319,3581133
868;319,3581133
870;319,3581133
872;319,2111409
874;319,2111409
876;319,2111409
878;319,2111409
880;319,2111409
882;319,2111409
884;319,2111409
886;319,0641686
888;319,0641686
890;319,0641686
892;319,0641686
894;319,0641686
896;319,0641686
898;319,0641686
900;319,0641686
902;318,9171962
904;318,9171962
906;318,9171962
908;318,9171962
910;318,9171962
912;318,9171962
914;318,9171962
916;318,7702238
918;318,7702238
920;318,7702238
922;318,7702238
924;318,7702238
926;318,7702238
928;318,7702238
930;318,7702238
932;318,6232514
934;318,6232514
936;318,6232514
938;318,6232514
940;318,6232514
942;318,6232514
944;318,6232514
946;318,4762791
948;318,4762791
950;318,4762791
952;318,4762791
954;318,4762791
956;318,4762791
958;318,4762791
960;318,4762791
962;318,3293067
964;318,3293067
966;318,3293067
968;318,3293067
970;318,3293067
972;318,3293067
974;318,1823343
976;318,1823343
978;318,1823343
980;318,1823343
982;318,1823343
984;318,1823343
986;318,1823343
988;318,1823343
990;318,0353619
992;318,0353619
994;318,0353619
996;318,0353619
998;318,0353619
1000;318,0353619
1002;317,8883896
1004;317,8883896
1006;317,8883896
1008;317,8883896
1010;317,8883896
1012;317,8883896
1014;317,8883896
1016;317,7414172
1018;317,7414172
1020;317,7414172
1022;317,7414172
1024;317,7414172
1026;317,7414172
1028;317,7414172
1030;317,5944448
1032;317,5944448
1034;317,5944448
1036;317,5944448
1038;317,5944448
1040;317,5944448
1042;317,4474724
1044;317,4474724
1046;317,4474724
1048;317,4474724
1050;317,4474724
1052;317,4474724
1054;317,4474724
1056;317,3005001
1058;317,3005001
1060;317,3005001
1062;317,3005001
1064;317,3005001
1066;317,3005001
1068;317,3005001
1070;317,1535277
1072;317,1535277
1074;317,1535277
1076;317,1535277
1078;317,1535277
1080;317,1535277
1082;317,1535277
1084;317,0065553
1086;317,0065553
1088;317,0065553
1090;317,0065553
1092;317,0065553
1094;317,0065553
1096;317,0065553
1098;316,859583
1100;316,859583
1102;316,859583
1104;316,859583
1106;316,859583
1108;316,859583
1110;316,7126106
1112;316,7126106
1114;316,7126106
1116;316,7126106
1118;316,7126106
1120;316,7126106
1122;316,7126106
1124;316,5656382
1126;316,5656382
1128;316,5656382
1130;316,5656382
1132;316,5656382
1134;316,5656382
1136;316,4186658
1138;316,4186658
1140;316,4186658
1142;316,4186658
1144;316,4186658
1146;316,4186658
1148;316,4186658
1150;316,2716935
1152;316,2716935
1154;316,2716935
1156;316,2716935
1158;316,2716935
1160;316,2716935
1162;316,1247211
1164;316,1247211
1166;316,1247211
1168;316,1247211
1170;316,1247211
1172;316,1247211
1174;316,1247211
1176;315,9777487
1178;315,9777487
1180;315,9777487
1182;315,9777487
1184;315,9777487
1186;315,8307763
1188;315,8307763
1190;315,8307763
1192;315,8307763
1194;315,8307763
1196;315,8307763
1198;315,683804
1200;315,8307763
1202;315,683804
1204;315,683804
1206;315,683804
1208;315,683804
1210;315,683804
1212;315,683804
1214;315,683804
1216;315,683804
1218;315,5368316
1220;315,5368316
1222;315,5368316
1224;315,5368316
1226;315,5368316
1228;315,5368316
1230;315,5368316
1232;315,3898592
1234;315,3898592
1236;315,3898592
1238;315,3898592
1240;315,3898592
1242;315,3898592
1244;315,2428869
1246;315,2428869
1248;315,2428869
1250;315,2428869
1252;315,2428869
1254;315,2428869
1256;315,2428869
1258;315,0959145
1260;315,0959145
1262;315,0959145
1264;315,0959145
1266;315,0959145
1268;315,0959145
1270;315,0959145
1272;315,0959145
1274;314,9489421
1276;314,9489421
1278;314,9489421
1280;314,9489421
1282;314,9489421
1284;314,9489421
1286;314,8019697
1288;314,8019697
1290;314,8019697
1292;314,8019697
1294;314,8019697
1296;314,8019697
1298;314,6549974
1300;314,6549974
1302;314,6549974
1304;314,6549974
1306;314,6549974
1308;314,6549974
1310;314,508025
1312;314,508025
1314;314,508025
1316;314,508025
1318;314,508025
1320;314,508025
1322;314,3610526
1324;314,3610526
1326;314,3610526
1328;314,3610526
1330;314,3610526
1332;314,3610526
1334;314,2140802
1336;314,2140802
1338;314,2140802
1340;314,2140802
1342;314,0671079
1344;314,0671079
1346;314,0671079
1348;314,0671079
1350;314,0671079
1352;313,9201355
1354;313,9201355
1356;313,9201355
1358;313,9201355
1360;313,9201355
1362;313,7731631
1364;313,7731631
1366;313,7731631
1368;313,7731631
1370;313,6261907
1372;313,6261907
1374;313,6261907
1376;313,6261907
1378;313,6261907
1380;313,4792184
1382;313,4792184
1384;313,4792184
1386;313,4792184
1388;313,332246
1390;313,332246
1392;313,332246
1394;313,332246
1396;313,1852736
1398;313,1852736
1400;313,1852736
1402;313,1852736
1404;313,1852736
1406;313,0383013
1408;313,0383013
1410;313,0383013
1412;313,0383013
1414;312,8913289
1416;312,8913289
1418;312,8913289
1420;312,8913289
1422;312,7443565
1424;312,7443565
1426;312,7443565
1428;312,7443565
1430;312,5973841
1432;312,5973841
1434;312,5973841
1436;312,5973841
1438;312,4504118
1440;312,4504118
1442;312,4504118
1444;312,4504118
1446;312,3034394
1448;312,3034394
1450;312,3034394
1452;312,3034394
1454;312,156467
1456;312,156467
1458;312,156467
1460;312,156467
1462;312,0094946
1464;312,0094946
1466;312,0094946
1468;312,0094946
1470;311,8625223
1472;311,8625223
1474;311,8625223
1476;311,7155499
1478;311,7155499
1480;311,7155499
1482;311,7155499
1484;311,5685775
1486;311,5685775
1488;311,5685775
1490;311,5685775
1492;311,4216051
1494;311,4216051
1496;311,4216051
1498;311,4216051
1500;311,2746328
1502;311,2746328
1504;311,2746328
1506;311,1276604
1508;311,1276604
1510;311,1276604
1512;311,1276604
1514;310,980688
1516;310,980688
1518;310,980688
1520;310,8337157
1522;310,8337157
1524;310,8337157
1526;310,6867433
1528;310,6867433
1530;310,6867433
1532;310,6867433
1534;310,5397709
1536;310,5397709
1538;310,5397709
1540;310,3927985
1542;310,3927985
1544;310,3927985
1546;310,3927985
1548;310,2458262
1550;310,2458262
1552;310,2458262
1554;310,0988538
1556;310,0988538
1558;310,0988538
1560;309,9518814
1562;309,9518814
1564;309,9518814
1566;309,804909
1568;309,804909
1570;309,804909
1572;309,804909
1574;309,6579367
1576;309,6579367
1578;309,6579367
1580;309,5109643
1582;309,5109643
1584;309,5109643
1586;309,3639919
1588;309,3639919
1590;309,3639919
1592;309,2170196
1594;309,2170196
1596;309,2170196
1598;309,0700472
1600;309,0700472
1602;309,0700472
1604;308,9230748
1606;308,9230748
1608;308,9230748
1610;308,7761024
1612;308,7761024
1614;308,7761024
1616;308,6291301
1618;308,6291301
1620;308,6291301
1622;308,6291301
1624;308,4821577
1626;308,4821577
1628;308,4821577
1630;308,3351853
1632;308,3351853
1634;308,1882129
1636;308,1882129
1638;308,1882129
1640;308,1882129
1642;308,0412406
1644;308,0412406
1646;308,0412406
1648;307,8942682
1650;307,8942682
1652;307,8942682
1654;307,7472958
1656;307,7472958
1658;307,7472958
1660;307,6003234
1662;307,6003234
1664;307,4533511
1666;307,4533511
1668;307,4533511
1670;307,3063787
1672;307,3063787
1674;307,3063787
1676;307,3063787
1678;307,1594063
1680;307,1594063
1682;307,012434
1684;307,012434
1686;307,012434
1688;306,8654616
1690;306,8654616
1692;306,8654616
1694;306,7184892
1696;306,7184892
1698;306,5715168
1700;306,5715168
1702;306,5715168
1704;306,4245445
1706;306,4245445
1708;306,2775721
1710;306,2775721
1712;306,2775721
1714;306,1305997
1716;306,1305997
1718;306,1305997
1720;305,9836273
1722;305,9836273
1724;305,836655
1726;305,836655
1728;305,836655
1730;305,6896826
1732;305,6896826
1734;305,6896826
1736;305,5427102
1738;305,5427102
1740;305,3957379
1742;305,3957379
1744;305,2487655
1746;305,2487655
1748;305,2487655
1750;305,1017931
1752;305,1017931
1754;304,9548207
1756;304,9548207
1758;304,9548207
1760;304,8078484
1762;304,8078484
1764;304,660876
1766;304,660876
1768;304,5139036
1770;304,5139036
1772;304,5139036
1774;304,3669312
1776;304,3669312
1778;304,3669312
1780;304,2199589
1782;304,2199589
1784;304,0729865
1786;304,0729865
1788;303,9260141
1790;303,9260141
1792;303,9260141
1794;303,7790417
1796;303,7790417
1798;303,6320694
1800;303,6320694
1802;303,6320694
1804;303,485097
1806;303,485097
1808;303,3381246
1810;303,3381246
1812;303,1911523
1814;303,1911523
1816;303,1911523
1818;303,0441799
1820;303,0441799
1822;302,8972075
1824;302,8972075
1826;302,8972075
1828;302,7502351
1830;302,7502351
1832;302,6032628
1834;302,6032628
1836;302,4562904
1838;302,4562904
1840;302,4562904
1842;302,309318
1844;302,309318
1846;302,1623456
1848;302,1623456
1850;302,0153733
1852;302,0153733
1854;301,8684009
1856;301,8684009
1858;301,8684009
1860;301,7214285
1862;301,7214285
1864;301,5744561
1866;301,5744561
1868;301,4274838
1870;301,4274838
1872;301,4274838
1874;301,2805114
1876;301,2805114
1878;301,133539
1880;301,133539
1882;300,9865667
1884;300,9865667
1886;300,9865667
1888;300,8395943
1890;300,8395943
1892;300,6926219
1894;300,6926219
1896;300,5456495
1898;300,5456495
1900;300,5456495
1902;300,3986772
1904;300,3986772
1906;300,2517048
1908;300,2517048
1910;300,1047324
1912;300,1047324
1914;300,1047324
1916;299,95776
1918;299,95776
1920;299,95776
1922;299,8107877
1924;299,8107877
1926;299,6638153
1928;299,6638153
1930;299,5168429
1932;299,5168429
1934;299,5168429
1936;299,3698706
1938;299,3698706
1940;299,2228982
1942;299,2228982
1944;299,2228982
1946;299,0759258
1948;299,0759258
1950;298,9289534
1952;298,9289534
1954;298,7819811
1956;298,7819811
1958;298,7819811
1960;298,6350087
1962;298,6350087
1964;298,4880363
1966;298,4880363
1968;298,4880363
1970;298,3410639
1972;298,3410639
1974;298,1940916
1976;298,1940916
1978;298,1940916
1980;298,0471192
1982;298,0471192
1984;297,9001468
1986;297,9001468
1988;297,9001468
1990;297,7531744
1992;297,7531744
1994;297,6062021
1996;297,6062021
1998;297,6062021
2000;297,4592297
2002;297,4592297
2004;297,4592297
2006;297,3122573
2008;297,3122573
2010;297,3122573
2012;297,165285
2014;297,165285
2016;297,0183126
2018;297,0183126
2020;297,0183126
2022;296,8713402
2024;296,8713402
2026;296,8713402
2028;296,7243678
2030;296,7243678
2032;296,5773955
2034;296,5773955
2036;296,5773955
2038;296,4304231
2040;296,4304231
2042;296,4304231
2044;296,2834507
2046;296,2834507
2048;296,2834507
2050;296,1364783
2052;296,1364783
2054;295,989506
2056;295,989506
2058;295,989506
2060;295,8425336
2062;295,8425336
2064;295,8425336
2066;295,6955612
2068;295,6955612
2070;295,6955612
2072;295,5485889
2074;295,5485889
2076;295,5485889
2078;295,4016165
2080;295,4016165
2082;295,4016165
2084;295,2546441
2086;295,2546441
2088;295,2546441
2090;295,1076717
2092;295,1076717
2094;295,1076717
2096;294,9606994
2098;294,9606994
2100;294,9606994
2102;294,813727
2104;294,813727
2106;294,813727
2108;294,6667546
2110;294,6667546
2112;294,6667546
2114;294,5197822
2116;294,5197822
2118;294,5197822
2120;294,5197822
2122;294,3728099
2124;294,3728099
2126;294,3728099
2128;294,2258375
2130;294,2258375
2132;294,2258375
2134;294,0788651
2136;294,0788651
2138;294,0788651
2140;293,9318927
2142;293,9318927
2144;293,9318927
2146;293,7849204
2148;293,7849204
2150;293,7849204
2152;293,7849204
2154;293,637948
2156;293,637948
2158;293,637948
2160;293,4909756
2162;293,4909756
2164;293,4909756
2166;293,3440033
2168;293,3440033
2170;293,3440033
2172;293,3440033
2174;293,1970309
2176;293,1970309
2178;293,1970309
2180;293,0500585
2182;293,0500585
2184;293,0500585
2186;293,0500585
2188;292,9030861
2190;292,9030861
2192;292,9030861
2194;292,7561138
2196;292,7561138
2198;292,7561138
2200;292,7561138
2202;292,6091414
2204;292,6091414
2206;292,6091414
2208;292,462169
2210;292,462169
2212;292,462169
2214;292,462169
2216;292,3151966
2218;292,3151966
2220;292,3151966
2222;292,3151966